tconst,averageRating,numVotes
tt4948902,8.3,45
tt4948920,7.4,14
tt4948932,7.2,60
tt4949064,5.0,28
tt4949088,6.9,224
tt4949100,6.9,447
tt4949112,6.2,1199
tt4949162,5.1,285
tt4949202,6.0,21
tt4949254,4.3,356
tt4949272,6.8,51
tt4949288,8.5,30
tt4949290,3.9,1074
tt4949324,7.1,1163
tt4949388,7.8,5
tt4949412,6.3,41
tt4949418,7.0,8
tt4949460,9.3,9
tt4949628,6.5,23
tt4949698,3.9,74
tt4949760,6.2,16
tt4950038,8.3,40
tt4950110,5.9,2687
tt4950158,6.2,46
tt4950192,6.7,363
tt4950280,7.7,77
tt4950362,5.6,33
tt4951834,3.2,213
tt4951858,7.5,8
tt4951924,6.2,46
tt4951974,8.0,9
tt4951982,6.6,3560
tt4952044,5.5,417
tt4952054,4.9,241
tt4952082,8.2,6
tt4952148,8.3,26
tt4952336,5.4,30
tt4952376,7.4,58
tt4952388,7.1,16
tt4952502,7.2,80
tt4952536,2.8,26
tt4952770,5.6,21
tt4952774,7.0,10
tt4953038,4.0,57
tt4953348,6.4,25
tt4953352,7.9,7
tt4953610,4.6,370
tt4953620,5.2,6
tt4953758,6.4,27
tt4954458,5.3,42
tt4954522,7.0,48222
tt4954562,5.3,6
tt4954564,6.7,120
tt4954580,5.2,15
tt4954602,7.2,33
tt4954660,7.0,1115
tt4954698,8.2,5
tt4954754,4.6,8
tt4954924,6.5,6
tt4954946,6.0,28
tt4954968,1.0,382
tt4954970,8.8,6
tt4954974,8.8,8
tt4955012,6.8,259
tt4955038,5.0,21
tt4955062,5.9,106
tt4955112,8.2,9
tt4955134,8.0,6
tt4955162,6.0,525
tt4955338,6.9,100
tt4955376,5.7,83
tt4955458,8.4,24
tt4955566,5.9,2716
tt4955774,4.4,16
tt4955826,7.6,58
tt4955970,7.1,27
tt4956122,8.1,12
tt4956160,5.6,17
tt4956188,9.1,15
tt4956270,6.7,31
tt4956376,8.3,95
tt4956378,7.5,139
tt4956420,7.4,90
tt4956984,6.1,1270
tt4956994,4.9,26
tt4957164,8.5,28
tt4957352,7.3,34
tt4957438,6.4,7
tt4957446,7.5,623
tt4957492,7.5,16
tt4957538,6.3,582
tt4957650,7.8,41
tt4957700,4.0,6
tt4957736,8.2,69
tt4957780,6.1,13
tt4958390,6.1,374
tt4958426,7.4,414
tt4958448,7.1,2989
tt4958468,6.9,963
tt4958596,5.3,319
tt4958664,7.1,14
tt4958666,5.3,651
tt4958928,6.1,55
tt4958972,7.6,23
tt4959068,8.2,26
tt4959148,3.5,13
tt4959276,3.6,224
tt4959326,5.6,508
tt4959358,6.3,94
tt4959410,4.4,7
tt4959436,6.8,87
tt4959440,5.2,661
tt4959450,3.9,212
tt4959548,5.1,686
tt4959876,4.5,187
tt4959972,5.6,89
tt4960212,8.7,22
tt4960242,6.3,672
tt4960276,6.6,16
tt4960376,4.7,10
tt4960466,6.9,11
tt4960576,5.9,212
tt4960594,4.3,33
tt4960754,6.2,119
tt4960764,4.2,437
tt4960818,10.0,6
tt4960930,5.8,65
tt4960934,6.0,1623
tt4961016,6.5,51
tt4961322,6.3,662
tt4961334,6.7,1351
tt4961380,4.8,6525
tt4961486,6.4,48
tt4961842,5.6,5
tt4963830,5.0,329
tt4963900,6.8,21
tt4964310,7.5,4392
tt4964480,6.5,14
tt4964550,6.0,171
tt4964568,5.7,52
tt4964580,4.7,126
tt4964598,7.9,1723
tt4964646,8.6,19
tt4964772,6.3,1659
tt4964780,7.0,73
tt4964788,7.0,14224
tt4964962,7.0,8
tt4965146,6.4,7
tt4965254,6.8,90
tt4966028,7.0,15
tt4966036,6.7,40
tt4966044,8.5,6
tt4966046,4.4,1614
tt4966058,8.2,13
tt4966060,5.1,25
tt4966078,6.9,7
tt4966118,8.5,12
tt4966130,4.3,15
tt4966266,7.3,261
tt4966270,8.6,26
tt4966278,5.8,166
tt4966362,7.3,6
tt4966450,7.6,10
tt4966472,6.5,56
tt4966532,6.2,3273
tt4966546,8.9,18
tt4966660,5.6,51
tt4966878,5.9,146
tt4966888,8.0,6
tt4967094,7.4,3710
tt4967126,7.1,75
tt4967138,6.9,15
tt4967220,6.3,513
tt4967244,4.3,6
tt4967298,4.5,103
tt4967450,2.8,59
tt4967570,7.7,7
tt4967874,4.0,9
tt4967920,6.0,1825
tt4967924,5.2,74
tt4968022,6.0,52
tt4968400,7.4,36
tt4968546,6.3,6
tt4968570,6.0,54
tt4968628,5.2,14
tt4968638,6.4,5
tt4968726,7.5,10
tt4968740,7.0,7
tt4968748,5.7,11
tt4968768,4.5,6
tt4968780,7.7,15
tt4968782,6.8,18
tt4968808,4.4,8
tt4969040,7.8,22
tt4969044,7.2,4408
tt4969318,3.0,20
tt4969356,4.9,7
tt4969370,8.4,8
tt4969672,2.9,672
tt4969816,5.7,68
tt4970038,5.6,519
tt4970194,7.1,53
tt4970294,3.4,222
tt4970324,7.3,89
tt4970552,6.5,427
tt4970598,4.3,9
tt4970880,6.9,12
tt4971062,8.8,138
tt4971258,4.8,64
tt4971292,7.8,60
tt4971336,7.4,7
tt4971344,7.0,24445
tt4971346,4.0,178
tt4971382,5.3,50
tt4971408,4.8,3560
tt4971424,5.2,110
tt4971480,5.6,114
tt4971484,7.3,101
tt4971596,8.6,433
tt4971758,6.4,94
tt4971786,8.6,38
tt4971798,8.3,6
tt4971824,7.3,1114
tt4971830,6.6,221
tt4972062,6.7,15015
tt4972122,7.9,9
tt4972442,9.3,32
tt4972582,7.3,339729
tt4972696,5.8,26
tt4972876,6.4,5
tt4972904,6.8,614
tt4973092,8.6,8
tt4973112,8.4,2460
tt4973154,6.7,60
tt4973196,6.8,13
tt4973214,3.4,5
tt4973270,6.5,22
tt4973430,6.5,11
tt4973502,8.3,15
tt4973826,7.9,9
tt4974192,4.6,231
tt4974208,6.9,37
tt4974228,8.7,350
tt4974230,6.3,335
tt4974254,2.2,125
tt4974356,3.9,462
tt4974396,8.0,746
tt4974616,7.1,176
tt4974684,7.0,6131
tt4974778,4.1,1459
tt4974864,7.0,106
tt4975280,7.0,4466
tt4975400,6.6,66
tt4975468,5.3,7
tt4975498,6.7,332
tt4975544,7.5,11
tt4975622,7.2,5
tt4975722,7.4,221965
tt4975844,5.9,9
tt4975874,7.8,9
tt4975904,4.4,36
tt4975908,4.8,25
tt4975920,6.5,381
tt4976086,4.0,75
tt4976192,4.4,4494
tt4976496,7.9,85
tt4976532,8.5,6
tt4976580,6.4,5
tt4976588,6.5,284
tt4976628,5.2,55
tt4976984,6.0,561
tt4977524,7.3,9
tt4977530,6.7,5299
tt4977540,8.1,427
tt4978002,6.0,5
tt4978100,6.2,24
tt4978150,4.8,5
tt4978212,6.8,6
tt4978274,6.1,3018
tt4978404,6.2,339
tt4978710,6.3,4482
tt4978728,4.7,16
tt4978954,7.1,8
tt4979082,5.7,2261
tt4979110,5.1,172
tt4979160,3.9,85
tt4979222,4.7,9
tt4979652,6.1,458
tt4979660,7.1,12
tt4979826,7.5,47
tt4979860,4.3,736
tt4980150,8.7,10
tt4980154,1.7,109
tt4980272,7.2,761
tt4980576,1.5,27
tt4980812,2.5,341
tt4980882,6.4,13
tt4981012,8.3,15
tt4981292,7.1,17
tt4981458,7.6,10
tt4981636,6.1,6183
tt4981658,7.5,8
tt4981664,8.1,82
tt4981692,8.1,10
tt4981752,6.4,101
tt4981830,6.8,36
tt4981966,7.9,14415
tt4982066,1.1,67
tt4982154,6.6,36
tt4982156,6.5,11
tt4982166,5.3,367
tt4982250,6.3,486
tt4982252,2.0,144
tt4982356,6.5,199
tt4982390,8.4,24
tt4982414,8.4,14
tt4982808,6.1,11
tt4982870,5.7,199
tt4982920,7.1,47
tt4982990,6.6,14
tt4983198,7.4,19
tt4983314,6.2,6
tt4983388,8.2,5
tt4983400,4.9,7
tt4983512,7.8,51
tt4983630,6.1,52
tt4983736,5.7,424
tt4984096,4.2,5
tt4984690,2.2,51
tt4984866,7.3,29
tt4984868,5.5,213
tt4984930,7.8,84
tt4985108,5.7,6
tt4985504,8.4,32
tt4985564,6.8,15
tt4985588,8.7,20
tt4985628,7.6,39
tt4985650,6.8,10
tt4985692,8.3,22
tt4985848,5.1,2611
tt4985854,7.5,143
tt4985906,4.5,179
tt4985954,6.4,31
tt4986098,4.8,23076
tt4986134,6.7,6021
tt4986288,5.3,41
tt4986460,6.7,20
tt4986602,9.0,9
tt4986754,5.0,1009
tt4986758,7.3,14
tt4986830,1.0,445
tt4986906,7.4,13
tt4986926,7.7,7
tt4986978,2.4,28
tt4987454,5.0,65
tt4987462,8.1,13
tt4987556,8.5,13442
tt4987572,5.4,75
tt4988454,6.6,7
tt4988692,5.4,663
tt4990516,7.8,847
tt4990602,8.8,9
tt4990652,6.7,46
tt4990654,8.6,7
tt4990706,5.2,124
tt4990738,8.8,12
tt4990954,7.1,14
tt4991026,4.1,265
tt4991074,4.5,261
tt4991112,4.2,652
tt4991128,4.2,8
tt4991172,5.3,140
tt4991264,6.1,26
tt4991384,8.5,4545
tt4991396,4.9,52
tt4991512,6.5,3340
tt4991590,6.6,335
tt4991652,5.0,867
tt4991660,7.2,449
tt4991702,4.8,5
tt4991756,6.7,84
tt4991786,7.0,156
tt4991812,6.4,25
tt4991828,2.6,18
tt4991856,4.8,9
tt4991868,5.1,17
tt4991900,3.2,6
tt4991906,7.1,56
tt4991978,3.9,8
tt4992060,3.6,853
tt4992086,7.8,2715
tt4992094,6.7,18
tt4992106,7.9,10
tt4992114,7.9,199
tt4992620,6.4,115
tt4993964,5.7,1830
tt4993990,6.4,19
tt4994210,5.4,5
tt4994564,5.1,274
tt4994718,5.9,2182
tt4994736,7.4,1892
tt4994884,7.4,8
tt4994992,2.7,189
tt4995402,4.8,26
tt4995590,7.5,1195
tt4995644,4.3,6
tt4995748,6.0,628
tt4995784,5.6,25
tt4995790,7.2,42855
tt4995858,4.2,38
tt4995872,7.5,6
tt4996022,4.6,189
tt4996668,5.7,31
tt4996954,7.8,62
tt4997036,8.1,108
tt4997108,6.7,119
tt4997196,5.4,150
tt4997204,8.6,5
tt4997398,5.4,335
tt4997624,6.9,47
tt4997822,6.1,68
tt4997830,7.8,208
tt4997844,6.3,6
tt4998008,7.5,6
tt4998028,7.4,9
tt4998040,7.8,17
tt4998222,6.0,267
tt4998338,7.7,21
tt4998492,8.8,5
tt4998626,6.9,7
tt4998746,2.5,39
tt4998772,4.3,2168
tt4999878,7.2,9
tt5000002,3.5,134
tt5000034,4.4,14
tt5000250,6.4,868
tt5000686,4.9,41
tt5000698,5.2,274
tt5000724,7.5,253
tt5000968,7.2,9
tt5000984,5.8,13
tt5001094,8.0,23
tt5001130,7.4,182
tt5001140,8.4,17
tt5001328,4.8,9
tt5001426,3.7,233
tt5001432,6.9,26
tt5001436,3.7,512
tt5001456,3.3,202
tt5001552,6.6,7
tt5001576,7.3,444
tt5001618,6.3,58
tt5001706,6.4,5
tt5001718,6.4,25683
tt5001754,6.1,22006
tt5001772,7.9,1620
tt5001868,6.2,13
tt5001880,8.2,12
tt5001966,8.0,10
tt5002394,6.9,1040
tt5002444,6.3,61
tt5002506,7.3,20
tt5002544,6.6,66
tt5002566,7.2,5
tt5002868,5.2,5
tt5002872,7.6,74
tt5003038,7.6,23
tt5003186,5.6,1092
tt5003234,7.6,25
tt5003654,6.7,519
tt5004188,6.4,73
tt5004198,8.2,24
tt5004420,5.1,294
tt5004422,6.4,815
tt5004766,7.3,1375
tt5004776,7.3,14
tt5004784,6.3,14
tt5004842,6.6,8
tt5004890,2.4,5
tt5004908,5.6,18
tt5004918,6.3,34
tt5005094,7.6,5
tt5005142,5.0,13
tt5005454,4.6,164
tt5005462,6.5,62
tt5005496,5.3,102
tt5005684,8.4,4264
tt5005752,7.2,6
tt5005862,7.0,53
tt5006094,5.0,16
tt5006572,5.2,5
tt5007458,9.4,18
tt5007754,7.9,32
tt5007772,4.2,9
tt5007774,5.9,135
tt5007828,4.3,34
tt5007906,3.0,5
tt5007908,6.3,35
tt5007974,7.7,10
tt5008064,5.8,5
tt5008094,5.6,8
tt5008220,6.0,20
tt5008236,3.2,6
tt5008256,8.8,116
tt5008274,6.2,12
tt5008340,8.4,10
tt5008354,6.1,9
tt5008412,4.2,5
tt5008540,5.6,61
tt5008712,6.8,14
tt5009068,5.3,7
tt5009100,6.0,35
tt5009236,7.1,1433
tt5009286,5.5,847
tt5009622,7.6,5
tt5009728,6.1,7
tt5009730,5.6,57
tt5009970,2.6,5
tt5010882,7.9,11
tt5010982,4.4,274
tt5011056,7.9,25
tt5011242,6.8,803
tt5011290,5.3,556
tt5011384,5.5,10
tt5011440,4.2,13
tt5011520,7.0,13
tt5011604,6.4,77
tt5011626,6.0,102
tt5011636,8.8,6
tt5011714,6.9,8
tt5011848,3.6,358
tt5012370,9.2,43
tt5012482,6.8,16
tt5012620,6.0,48
tt5012860,7.3,11
tt5012910,6.4,40
tt5012994,5.7,242
tt5013008,4.1,161
tt5013056,7.9,453730
tt5013648,8.4,7
tt5013652,6.3,9
tt5013688,5.2,2637
tt5013782,5.2,80
tt5013868,8.8,12
tt5014114,7.5,6
tt5014122,3.3,35
tt5014146,3.9,178
tt5014170,5.4,7
tt5014176,3.8,5
tt5014322,6.7,41
tt5014562,8.5,6
tt5015664,7.2,21
tt5016028,7.0,307
tt5016442,8.2,1140
tt5016444,6.2,209
tt5016520,6.0,5
tt5016538,5.2,30
tt5016542,6.8,8
tt5016632,3.2,74
tt5016698,8.9,11
tt5016726,8.7,7
tt5016750,9.0,13
tt5016780,6.7,22
tt5016946,7.1,7437
tt5016990,7.5,11
tt5017000,5.1,15
tt5017008,6.4,87
tt5017134,7.1,9
tt5017192,6.9,33
tt5017242,6.7,38
tt5017324,6.0,15
tt5017518,7.5,22
tt5017596,8.4,7
tt5017928,4.1,446
tt5017936,6.1,4067
tt5018032,2.3,42
tt5018084,7.2,11
tt5018116,6.3,15
tt5019216,6.6,7
tt5019884,6.9,777
tt5020074,6.2,206
tt5020232,8.2,24
tt5020372,4.0,738
tt5020618,8.1,7
tt5020726,7.6,101
tt5020744,7.0,80
tt5020764,6.4,22
tt5020866,3.0,12
tt5021198,8.2,15
tt5021222,4.3,14
tt5021346,4.1,16
tt5021516,2.2,32
tt5021536,8.3,1610
tt5021712,5.7,47
tt5021882,7.8,15
tt5021968,7.1,56
tt5022424,6.3,517
tt5022560,5.4,232
tt5022626,6.6,177
tt5022680,4.9,1145
tt5022684,7.7,6
tt5022702,6.6,76425
tt5022714,8.2,25
tt5022872,5.9,654
tt5022902,4.4,11
tt5023260,6.6,6088
tt5023566,6.7,133
tt5024048,4.1,71
tt5024512,6.9,11
tt5024728,4.6,189
tt5024766,2.0,51
tt5024820,6.1,58
tt5024894,5.2,248
tt5025254,5.1,49
tt5025550,5.8,241
tt5025616,7.1,24
tt5025736,8.7,18
tt5026038,5.4,470
tt5026204,6.7,362
tt5026418,4.4,18
tt5026484,6.0,63
tt5026522,6.7,33
tt5026610,8.3,7
tt5026652,8.2,13
tt5026916,6.3,6
tt5027116,5.4,146
tt5027162,7.3,563
tt5027202,8.3,1124
tt5027320,8.2,10
tt5027402,6.6,78
tt5027724,5.3,171
tt5027774,8.2,329316
tt5028264,5.6,9
tt5028340,7.1,38895
tt5028388,5.2,173
tt5028530,6.3,22
tt5028598,5.1,160
tt5028702,9.2,42
tt5028788,5.9,7
tt5028822,3.9,147
tt5028834,7.2,111
tt5028892,5.3,256
tt5028916,7.7,6
tt5028930,7.6,5
tt5028968,7.7,13
tt5029004,5.4,624
tt5029018,4.9,41
tt5029106,6.2,92
tt5029208,6.4,693
tt5029220,5.9,331
tt5029482,8.5,33
tt5029602,4.3,1027
tt5029608,7.5,10322
tt5029622,6.3,39
tt5029642,5.7,495
tt5029668,6.5,510
tt5029776,5.7,254
tt5029816,6.7,6
tt5030004,4.5,656
tt5030100,5.0,27
tt5030402,5.9,1216
tt5030452,6.3,663
tt5030532,7.1,14
tt5030636,8.5,6
tt5031108,3.6,265
tt5031332,7.3,1475
tt5031650,7.3,6
tt5031658,6.6,11
tt5031892,6.7,540
tt5031998,6.8,1928
tt5032026,4.3,130
tt5032078,3.9,82
tt5032216,6.8,28
tt5032300,8.6,15
tt5032452,7.7,15
tt5032468,4.4,244
tt5032470,6.7,6
tt5032492,6.4,1007
tt5032496,7.3,7
tt5032498,6.7,12
tt5032512,5.6,8
tt5032564,7.7,39
tt5032818,4.7,322
tt5032880,7.4,5
tt5033000,4.7,187
tt5033018,5.6,149
tt5033038,5.5,85
tt5033162,4.3,408
tt5033290,5.4,1095
tt5033342,6.8,764
tt5033360,7.1,7
tt5033472,6.5,15
tt5033722,6.4,67
tt5033790,6.6,3159
tt5034082,4.1,170
tt5034090,6.8,149
tt5034122,5.2,533
tt5034194,6.4,309
tt5034212,4.4,352
tt5034266,6.9,8241
tt5034276,6.6,534
tt5034328,5.1,19
tt5034444,5.1,98
tt5034474,4.6,5582
tt5034502,4.6,5
tt5034870,5.4,44
tt5035314,6.1,44
tt5036130,5.4,37
tt5036134,6.4,16
tt5036260,6.6,49
tt5036298,7.4,11
tt5036338,6.4,31
tt5036442,6.0,802
tt5036490,8.8,32
tt5036516,5.9,18
tt5036924,7.5,30
tt5037288,7.8,101
tt5037294,8.7,18
tt5037296,6.7,41
tt5037358,4.0,81
tt5037436,8.6,17
tt5037626,6.6,450
tt5037684,7.1,41
tt5037752,5.2,11
tt5037840,3.5,275
tt5037912,7.7,1105
tt5037922,5.6,126
tt5037996,6.3,1354
tt5038082,6.5,11
tt5038134,7.1,34
tt5038158,8.1,7
tt5038216,4.9,294
tt5038294,8.6,7
tt5038340,7.0,9
tt5038358,6.2,888
tt5038372,7.0,705
tt5038448,5.6,1311
tt5038504,6.1,8
tt5038508,7.8,13
tt5038806,8.3,46
tt5038904,7.8,9
tt5039028,5.0,36
tt5039050,6.3,6
tt5039054,8.0,3345
tt5039088,6.0,2850
tt5039268,6.3,15
tt5039416,5.3,101
tt5039578,5.6,604
tt5039804,7.0,7
tt5039822,3.8,694
tt5039860,6.9,2014
tt5039914,5.5,11
tt5039930,7.7,6
tt5039992,4.0,54
tt5039994,5.8,5032
tt5040010,4.7,12
tt5040108,6.5,20
tt5040202,5.2,434
tt5040276,1.7,9
tt5040282,5.4,51
tt5040338,8.3,35
tt5040430,6.5,21
tt5040624,5.7,296
tt5040806,5.6,33
tt5040904,8.4,18
tt5041296,5.4,2421
tt5041372,4.8,9
tt5042240,7.7,6
tt5042340,5.0,21
tt5042486,5.1,30
tt5042620,6.8,5
tt5043096,6.8,52
tt5043264,7.4,7
tt5044244,1.0,346
tt5044332,6.3,244
tt5044450,8.2,6
tt5044656,4.2,1355
tt5044746,8.9,11
tt5045032,7.6,5
tt5045644,6.6,22
tt5045648,6.4,10
tt5045746,7.9,39
tt5045756,5.7,10
tt5045762,6.9,8
tt5046054,3.4,69
tt5046070,6.4,144
tt5046282,7.1,45
tt5046296,6.4,37
tt5046500,5.3,154
tt5046504,5.6,373
tt5046534,8.6,3878
tt5046632,5.6,36
tt5046782,9.4,7
tt5046956,5.0,20
tt5046974,5.9,9
tt5047090,8.7,37
tt5047136,8.4,34
tt5047144,6.2,5
tt5047160,5.4,34
tt5047336,6.3,617
tt5047400,4.6,832
tt5047424,3.0,143
tt5047766,4.4,7
tt5047788,8.7,32
tt5047828,7.2,18
tt5048406,5.9,363
tt5048580,6.1,191
tt5048612,7.1,63
tt5048684,8.4,5
tt5048688,4.1,29
tt5048716,5.6,147
tt5048814,5.9,70
tt5048966,6.9,145
tt5049258,8.9,14
tt5049298,8.7,7
tt5049302,6.3,1254
tt5049400,8.6,7
tt5049416,7.2,11
tt5049580,6.5,87
tt5049636,6.2,946
tt5049906,8.3,71
tt5050058,4.7,7
tt5050144,6.8,6
tt5050200,4.9,843
tt5050328,3.6,91
tt5050342,7.3,54
tt5050682,6.8,9
tt5050788,5.8,1616
tt5050822,4.5,11
tt5050842,3.9,14
tt5050876,6.7,927
tt5050904,6.7,564
tt5051150,5.6,56
tt5051184,9.3,6
tt5051218,4.1,8
tt5051224,5.0,6
tt5051294,7.2,8
tt5051322,5.2,6
tt5051356,5.6,628
tt5051390,5.1,504
tt5051410,6.0,432
tt5051512,7.3,67
tt5051826,3.9,288
tt5051930,8.5,36
tt5052214,5.8,66
tt5052298,6.0,312
tt5052448,7.7,376892
tt5052474,7.1,87059
tt5052524,6.0,1609
tt5052792,6.6,9
tt5052832,9.1,7
tt5052948,3.7,6
tt5052972,5.7,207
tt5053024,6.8,23
tt5053042,7.0,194
tt5053108,5.5,46
tt5053184,7.4,17
tt5053188,5.8,13
tt5053198,6.1,8
tt5053508,8.2,774
tt5055228,6.9,8
tt5055280,8.3,35
tt5056154,5.6,25
tt5056352,7.3,37
tt5056454,6.0,32
tt5056470,2.8,766
tt5056716,2.9,7
tt5056842,4.9,298
tt5057126,6.5,288
tt5057140,5.6,25111
tt5057300,5.6,145
tt5057328,8.7,7
tt5057410,7.5,19
tt5057454,8.6,15
tt5057582,8.8,6
tt5057588,7.4,34
tt5057626,5.0,23
tt5057854,8.3,18
tt5057904,6.0,184
tt5057982,5.5,245
tt5058014,6.8,374
tt5058038,6.7,99
tt5058114,7.2,448
tt5058148,6.0,274
tt5058152,8.6,10
tt5058222,7.1,21
tt5058340,5.8,2053
tt5058358,4.8,156
tt5058514,6.2,12
tt5058998,6.6,111
tt5059106,4.4,5
tt5059224,5.7,21
tt5059406,4.6,9332
tt5059698,6.6,48
tt5059782,5.5,3247
tt5059826,6.8,35
tt5059974,7.8,12
tt5060058,7.2,6
tt5060166,5.8,2492
tt5060306,4.8,14
tt5060502,4.8,11
tt5060636,5.6,114
tt5060712,6.7,39
tt5060738,6.9,45
tt5060872,7.4,7
tt5060874,5.9,12
tt5061004,5.1,77
tt5061124,5.1,42
tt5061126,8.0,589
tt5061162,7.3,2071
tt5061360,7.2,1352
tt5061498,7.0,12
tt5061558,7.0,14
tt5061564,5.3,511
tt5061570,5.3,468
tt5061582,6.8,83
tt5061814,6.7,1723
tt5061816,8.1,9
tt5062072,5.3,92
tt5062472,7.8,19
tt5062524,6.0,213
tt5062938,7.0,775
tt5063368,5.3,10
tt5064982,6.4,5
tt5065142,7.2,32
tt5065166,2.4,17
tt5065274,6.5,12
tt5065290,7.3,35
tt5065314,6.4,266
tt5065320,9.1,27
tt5065344,6.6,5
tt5065346,5.1,109
tt5065500,6.2,159
tt5065522,6.0,6
tt5065678,6.2,5
tt5065762,7.2,145
tt5065790,6.4,2346
tt5065810,6.4,1569
tt5065822,6.4,13109
tt5065888,5.2,20
tt5065924,8.8,19
tt5066056,5.0,1329
tt5066432,6.8,54
tt5066556,7.3,3606
tt5066598,5.0,532
tt5066616,8.2,1466
tt5066646,8.9,23
tt5066818,5.8,112
tt5066850,8.7,6
tt5067168,3.2,61
tt5067192,7.9,7
tt5067316,2.9,17
tt5067398,5.4,199
tt5067958,4.9,296
tt5067984,7.9,361
tt5068090,5.4,61
tt5068162,7.1,80
tt5068280,6.2,1117
tt5068574,8.2,93
tt5068628,8.0,119
tt5068650,4.9,2239
tt5068674,6.9,24
tt5068702,4.5,11
tt5068712,6.8,286
tt5068716,8.3,13
tt5068754,6.8,32
tt5068818,8.3,32
tt5068856,6.5,11
tt5068858,5.5,11
tt5068864,7.5,14
tt5068886,6.8,16
tt5068892,5.7,191
tt5068896,8.9,8
tt5068902,5.3,9
tt5068918,7.8,6
tt5068924,7.5,51
tt5068938,7.9,53
tt5068968,7.5,37
tt5068970,8.0,21
tt5068972,6.0,29
tt5069012,6.6,248
tt5069028,8.7,25
tt5069032,9.2,5
tt5069058,5.7,29
tt5069072,8.9,30
tt5069074,8.9,2710
tt5069086,4.7,359
tt5069090,3.8,119
tt5069092,9.3,22
tt5069098,6.8,30
tt5069110,8.0,50
tt5069122,8.4,7
tt5069136,7.4,116
tt5069138,8.4,98
tt5069158,7.9,116
tt5069188,8.1,65
tt5069194,6.0,91
tt5069346,7.1,15
tt5069450,5.4,22
tt5069646,4.2,5
tt5069996,7.1,12
tt5070076,5.6,315
tt5070130,6.4,553
tt5070240,6.0,32
tt5070262,6.6,29
tt5071600,6.8,40
tt5071886,6.3,10318
tt5072070,7.1,7
tt5072128,5.8,44
tt5072154,7.3,9
tt5072336,6.6,87
tt5072350,5.1,284
tt5072370,7.0,132
tt5072392,8.0,7
tt5072406,6.2,826
tt5072466,7.3,6
tt5072522,6.1,8
tt5072542,6.4,789
tt5072612,6.7,144
tt5072702,6.5,16
tt5072816,7.6,434
tt5072852,3.9,227
tt5072986,8.9,20
tt5073018,6.9,13
tt5073020,7.2,497
tt5073300,7.2,6
tt5073310,6.2,65
tt5073400,8.6,15
tt5073518,6.9,22
tt5073612,7.3,23
tt5073620,5.5,7179
tt5073690,5.8,56
tt5073738,5.2,513
tt5073746,5.6,420
tt5073756,5.9,182
tt5074174,9.0,31
tt5074182,7.9,14
tt5074352,8.5,117228
tt5074416,7.4,9
tt5074504,7.5,1315
tt5074514,7.2,15
tt5074520,3.4,9
tt5074552,5.8,68
tt5074602,7.3,7
tt5074618,4.9,944
tt5074648,5.9,198
tt5074740,7.8,16
tt5075084,7.6,18
tt5075152,8.9,8
tt5075210,8.3,6
tt5075328,7.1,40
tt5075368,3.5,37
tt5075584,6.8,2290
tt5075662,6.1,3582
tt5075786,6.7,30
tt5076054,5.8,409
tt5076082,6.4,7
tt5076102,8.8,12
tt5076118,8.5,19
tt5076150,7.9,28
tt5076214,6.9,6118
tt5076266,7.4,5
tt5076748,8.6,24
tt5076792,5.8,2450
tt5076794,7.7,19
tt5076802,5.7,15
tt5076822,8.8,33
tt5077538,5.2,181
tt5077564,6.6,12
tt5077742,8.7,159
tt5077744,6.9,34
tt5077878,3.8,288
tt5077886,5.8,175
tt5077912,2.6,250
tt5078100,5.0,127
tt5078116,6.0,7
tt5078134,6.6,774
tt5078158,5.4,166
tt5078180,4.4,7
tt5078188,5.2,1229
tt5078202,6.1,77
tt5078204,7.4,17092
tt5078214,6.2,2408
tt5078220,6.9,17
tt5078274,6.5,271
tt5078326,6.5,2305
tt5078330,5.7,491
tt5078354,5.9,733
tt5078372,6.3,163
tt5078374,5.6,131
tt5078390,3.1,40
tt5078450,5.7,21
tt5078618,6.7,68
tt5078656,5.8,146
tt5078812,5.6,361
tt5078886,6.0,1590
tt5078964,6.1,135
tt5079110,7.0,211
tt5079152,7.4,7
tt5079382,6.6,1000
tt5079452,7.9,10
tt5079490,6.0,169
tt5079608,6.0,33
tt5079620,7.4,184
tt5079858,7.1,63
tt5079992,5.7,6
tt5079996,7.4,12
tt5080032,7.0,6
tt5080074,8.2,6
tt5080076,5.8,31
tt5080094,4.7,14
tt5080254,5.7,22
tt5080356,5.5,92
tt5080556,7.0,15515
tt5080732,8.4,16
tt5080794,6.6,11
tt5080804,4.1,410
tt5080880,7.3,10
tt5080988,7.2,75
tt5081304,4.4,111
tt5081340,6.7,17
tt5081606,6.0,711
tt5081618,7.0,19
tt5081664,7.8,12
tt5081702,4.8,33
tt5081768,6.3,27
tt5082014,7.9,5035
tt5082418,5.4,290
tt5082662,6.8,170
tt5082670,6.5,1812
tt5082814,4.0,5
tt5082820,6.3,19
tt5082870,5.9,9
tt5082998,6.9,8
tt5083110,7.9,7
tt5083152,6.5,36
tt5083156,3.8,12
tt5083366,3.8,140
tt5083412,8.2,8
tt5083604,4.6,1116
tt5083702,7.7,5801
tt5083736,1.7,322
tt5083738,7.7,94723
tt5084170,6.8,11742
tt5084196,7.8,916
tt5084198,8.0,851
tt5084204,5.6,176
tt5084300,8.2,6
tt5084348,5.0,414
tt5084358,6.6,5
tt5084388,7.2,802
tt5085082,5.8,8
tt5085118,8.1,23
tt5085140,7.6,86
